Family.name,Family,Subfamily,Tribe,Common.name,Scientific.name,Movement,X2024.IUCN.Red.List.category,if_fao,if_new_infect,if_birdlife_breeding,if_birdlife_nonbreeding,X1,X2,X3,X4,X5,X6.1,X7,X8,X9,X10,X11,X12.,if_movebank,if_birdlife_std,low_season,Flyways,Current.population.trend,Family2,Order2,Avibase.ID2,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Silver Gull,Larus novaehollandiae,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,1,1,1,1,1,1,2,0,0,0,,NA,NA,NA,NA,-44.98,-9.91,-29.1,136.8576866,3365766.79,Extant,5,2,1,2,4,43,19.3,5.4,11,47.5,289.8,153.8,136.2,53,109.4,268.99,Dunning,NA,NO,NA,NA,Coastal,3,1,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Black-billed Gull,Larus bulleri,Coastal,NT,0,NA,TRUE,TRUE,1,2,0,0,0,0,0,2,1,1,1,1,0,0,0,,NA,NA,NA,NA,-46.38,-36.21,-42.4,172.5952931,8688.09,Extant,4,2,1,1,4,41.5,18.4,4.2,7.9,37.5,287.5,165.2,122.2,57.5,93,230.16,Dunning,NA,NO,NA,NA,Riverine,3,1,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Grey Gull,Larus modestus,Coastal,LC,1,n,TRUE,TRUE,1,1,2,0,0,0,0,2,1,1,1,0,0,0,0,Americas Flyway,Decreasing,NA,NA,NA,-26.92,-18.63,-22.95,-69.8735041,83704.77,Extant,4,2,2,0,4,50.7,19.8,5.1,10.4,46.8,318,176.5,141.5,55.5,116.8,344,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Dolphin Gull,Larus scoresbii,Coastal,LC,0,NA,TRUE,TRUE,1,2,0,0,0,0,0,0,2,1,1,1,0,0,0,Americas Flyway,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Franklin's Gull,Larus pipixcan,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,Americas Flyway,Increasing,NA,NA,NA,39.05,59.36,52.2,-107.2468151,1433191.74,Extant,5,2,3,0,4,39.8,15,4.6,8.6,39.9,279.4,154.5,123,55.6,95.2,280,Dunning,NA,NO,NA,NA,Coastal,3,3,Omnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Laughing Gull,Larus atricilla,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,Americas Flyway,Increasing,NA,NA,NA,4.51,49.01,28.53,-82.49246635,1565115.04,Extant,5,2,3,0,4,44.1,17.1,5.1,10.2,44.8,298.4,166.5,123.2,57.3,111.8,307.41,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Lava Gull,Larus fuliginosus,Coastal,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,NA,NA,NA,-1.41,0.65,-0.57,-90.89744259,2591.47,Extant,5,2,3,0,4,48.5,19.8,6.9,13.2,51.2,341,185.5,156.2,54.3,139,380,Dunning,NA,NO,NA,NA,Coastal,3,1,Omnivore,Omnivore,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Pallas's Gull,Larus ichthyaetus,Coastal,LC,1,o,TRUE,TRUE,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,"African_Eurasian Flyway,Central Asia Flyway",Increasing,NA,NA,NA,41.47,53.6,48.59,67.41316864,739530.35,Extant,5,2,3,0,4,73,27.4,8.9,19.5,71.5,470.8,255.2,210.2,54.7,172.8,1378.84,Dunning,NA,NO,NA,NA,Coastal,3,3,Omnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Relict Gull,Larus relictus,Coastal,VU,0,NA,TRUE,TRUE,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,40.08,50.69,47.08,99.19125211,1411880.5,Extant,8,4,4,0,8,47.5,17.6,6.4,11.2,54.7,335.2,164,171.2,48.9,128.8,490.2,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Mediterranean Gull,Larus melanocephalus,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,African_Eurasian Flyway,Decreasing,NA,NA,NA,35.17,56.28,45.17,26.19852598,250526.34,Extant,5,2,3,0,4,42.2,17,5.4,11.2,48.3,302.4,172.5,129.2,57.1,113.2,256,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Sooty Gull,Larus hemprichii,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,,NA,NA,NA,NA,-6.48,28.12,18.3,47.6299373,157820.35,Extant,6,3,2,1,4,55.7,21.8,6.5,12.9,50.7,340.8,197.5,139.5,58.6,122.7,451.66,Dunning,NA,NO,NA,NA,Marine,3,1,Omnivore,Omnivore,Terrestrial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,White-eyed Gull,Larus leucophthalmus,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,,NA,NA,NA,NA,10.99,28.01,16.89,40.53084895,1402.69,Extant,5,2,3,0,4,52.5,20.8,4.9,10.2,44.5,322.2,187.8,133,58.5,115.6,328.89,Dunning,NA,NO,NA,NA,Coastal,3,1,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Audouin's Gull,Larus audouinii,Coastal,VU,1,n,TRUE,TRUE,0,2,1,1,1,1,1,2,0,0,0,0,0,1,0,African_Eurasian Flyway,Decreasing,NA,NA,NA,35,43.23,37.53,5.501639979,22485.41,Extant,5,3,2,0,4,57.1,25,6.8,14.8,53.7,394.4,236.2,157.8,60,150.8,534.99,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Heermann's Gull,Larus heermanni,Coastal,NT,0,NA,TRUE,TRUE,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,Americas Flyway,Unknown,Laridae,Charadriiformes,AVIBASE-6996D540,20.29,36.98,27.49,-114.1605889,842438.69,Extant,4,2,2,0,4,56.3,18,6,12.2,51.6,336.2,185.8,150.5,55.2,133.2,500,Dunning,NA,NO,NA,NA,Coastal,3,1,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Pacific Gull,Larus pacificus,Coastal,LC,0,NA,TRUE,TRUE,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-C08157E7,-43.64,-21.62,-35.11,134.2781034,392125.03,Extant,5,1,1,3,4,67.6,26.4,10.3,29.7,71.2,444.2,242.5,203.5,54.4,177.2,1292,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Black-tailed Gull,Larus crassirostris,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,East Asia-Australasia Flyway,Stable,Laridae,Charadriiformes,AVIBASE-8C4CE60F,24.09,54.42,40.37,131.7202846,187875.39,Extant,5,3,2,0,4,58.7,21.8,6.5,14.5,53.4,364.2,217.2,149.8,59.1,135.4,561,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Belcher's Gull,Larus belcheri,Coastal,LC,1,n,TRUE,TRUE,1,2,0,0,0,0,0,0,0,0,2,1,0,1,0,,NA,Laridae,Charadriiformes,AVIBASE-2864A5B0,-30.1,-4.53,-17.15,-74.51401011,327397.09,Extant,4,1,2,1,4,58.7,21.6,8,16,61.2,365.2,190.8,174.5,52.2,135.5,638.6,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Olrog's Gull,Larus atlanticus,Coastal,NT,0,NA,TRUE,TRUE,2,0,0,0,0,0,0,2,1,1,1,1,0,0,0,Americas Flyway,Stable,Laridae,Charadriiformes,AVIBASE-E2967A3F,-45.19,-38.48,-41.31,-63.66412944,50264.27,Extant,4,2,2,0,4,54.1,22.1,7.8,17,53.6,391.5,210.8,180.7,53.8,141,842.4,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Ring-billed Gull,Larus delawarensis,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,0,1,0,Americas Flyway,Increasing,Laridae,Charadriiformes,AVIBASE-23863F65,39.94,61.17,50.01,-101.0644977,5396423.36,Extant,5,2,2,1,4,48.1,19.6,6.2,13,51.2,366,205.5,160,56.2,133.2,516.3,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Omnivore,Terrestrial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Mew Gull,Larus canus,Coastal,LC,1,o,TRUE,TRUE,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,"African_Eurasian Flyway,Americas Flyway,East Asia-Australasia Flyway",Unknown,Laridae,Charadriiformes,AVIBASE-00DA9D91,29.48,71.19,60.59,40.07722444,17992527.98,Extant,10,4,4,2,4,47.8,16.6,5.5,10.1,49.4,351,206.2,145.9,58.6,133.8,412.5,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Omnivore,Terrestrial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Yellow-footed Gull,Larus livens,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,1,1,1,2,0,0,0,2,1,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-87E74BBF,24.13,31.6,28.5,-112.6305867,73971.57,Extant,4,2,2,0,3,70.4,27.1,9.8,19.2,66.8,403.5,187,225,45.7,151,1322,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Western Gull,Larus occidentalis,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,0,1,0,Americas Flyway,Increasing,Laridae,Charadriiformes,AVIBASE-575A3E3B,27.01,46.73,35.71,-120.0150244,91633.8,Extant,6,4,2,0,5,64.8,23.8,8.5,18.3,64.2,397.5,200.6,193,51,145.2,922.8,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,California Gull,Larus californicus,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,Americas Flyway,Decreasing,Laridae,Charadriiformes,AVIBASE-7FCE8A43,37.92,64.01,52.58,-109.9958165,1997786.84,Extant,4,2,2,0,4,55.7,19.8,7,14.2,57,377,220.2,156.8,58.4,140,683.4,Dunning,NA,NO,NA,NA,Coastal,3,2,Omnivore,Omnivore,Terrestrial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Kelp Gull,Larus dominicanus,Coastal,LC,1,n,TRUE,TRUE,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-E6536E4E,-75.76,-0.83,-37.5,-22.09555531,3780207.34,Extant,5,2,2,1,4,64.7,23.4,8.6,19.2,64.7,402,224,178.5,55.6,154.2,952.4,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Lesser Black-backed Gull,Larus fuscus,Coastal,LC,1,o,TRUE,TRUE,0,0,2,1,1,1,1,2,0,0,0,0,1,1,0,African_Eurasian Flyway,Increasing,Laridae,Charadriiformes,AVIBASE-2D52E3A5,38.68,77.89,66.29,57.43569288,4200335.24,Extant,10,4,5,1,4,62.3,23,7.9,15.8,61.5,412.2,235.5,174.5,57.4,147,762.4,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,European Herring Gull,Larus argentatus,Coastal,LC,1,o,TRUE,TRUE,0,0,2,1,1,2,0,0,0,0,0,0,1,1,0,"African_Eurasian Flyway,Americas Flyway,East Asia-Australasia Flyway",Decreasing,Laridae,Charadriiformes,AVIBASE-8535345B,34.39,77.08,60.56,-9.686839154,13888864.47,Extant,16,5,10,1,10,70.5,25.3,8.8,18.5,64.9,429,236.3,193.8,54.9,168.5,1091,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Armenian Gull,Larus armenicus,Coastal,LC,1,o,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,1,0,0,,NA,Laridae,Charadriiformes,AVIBASE-F6951FF7,33.99,41.78,38.53,42.98744324,92321.08,Extant,4,2,2,0,4,63.4,23.8,8.2,17,66.1,430.2,234.8,195.5,54.5,160.8,867,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Yellow-legged Gull,Larus michahellis,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,1,2,0,0,0,0,0,1,1,0,African_Eurasian Flyway,Increasing,Laridae,Charadriiformes,AVIBASE-E074D706,23.53,51.69,39.06,5.141917095,858974.47,Extant,4,1,3,0,4,67.6,25.4,8.6,18.2,66,422.8,231.2,191.5,54.6,163,1111.9,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Caspian Gull,Larus cachinnans,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,2,0,0,0,0,0,0,1,0,0,"African_Eurasian Flyway,Central Asia Flyway",Increasing,Laridae,Charadriiformes,AVIBASE-93CA037F,39.62,51.93,46.47,53.41000279,1659661.38,Extant,4,2,2,0,4,65.2,24.3,8,16.5,66.9,427.2,241.2,186,56.5,161.8,1111.9,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Arctic Herring Gull,Larus smithsonianus,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,1,1,1,2,0,0,0,1,1,0,"African_Eurasian Flyway,Americas Flyway,East Asia-Australasia Flyway",Decreasing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Iceland Gull,Larus glaucoides,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,"African_Eurasian Flyway,Americas Flyway",Stable,Laridae,Charadriiformes,AVIBASE-FB4FCB27,59.78,81.38,70.86,-80.79701491,1459493.41,Extant,13,6,7,0,8,59,21.7,7.5,15.5,58.3,395.8,216.7,178.1,54.9,157.1,693.3,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Slaty-backed Gull,Larus schistisagus,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,East Asia-Australasia Flyway,Unknown,Laridae,Charadriiformes,AVIBASE-456C7FAE,40.6,66.86,53.48,145.7523124,1114985.14,Extant,4,2,2,0,4,68.1,24.8,9.2,19.6,68.2,435,231,204,53.1,171.5,1323,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Glaucous-winged Gull,Larus glaucescens,Coastal,LC,1,n,TRUE,TRUE,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,"Americas Flyway,East Asia-Australasia Flyway",Increasing,Laridae,Charadriiformes,AVIBASE-03AC32BA,45.49,65.31,58.07,-98.43179044,899194.26,Extant,4,2,2,0,4,69.8,25.2,9.2,19.7,65.2,411.8,218.2,193.5,53,166,1056.5,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Glaucous Gull,Larus hyperboreus,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,1,2,0,0,0,1,0,0,"African_Eurasian Flyway,Americas Flyway,East Asia-Australasia Flyway",Stable,Laridae,Charadriiformes,AVIBASE-A59FA446,57.58,84.2,74.66,-40.85096455,2430897.95,Extant,8,4,4,0,4,76.5,28.2,11,22.4,71.2,463,240.9,223.7,51.8,188.2,1529,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Great Black-backed Gull,Larus marinus,Coastal,LC,1,o,TRUE,TRUE,0,0,2,1,1,1,1,2,0,0,0,0,1,1,0,"African_Eurasian Flyway,Americas Flyway",Unknown,Laridae,Charadriiformes,AVIBASE-E826E9F3,27.94,79.87,60.23,-19.59328232,1075355.21,Extant,10,4,5,1,3,79.1,28,10.2,23.5,74.2,478.2,248.1,227.2,52.3,185.7,1649.7,Dunning,NA,NO,NA,NA,Coastal,3,2,Omnivore,Omnivore,Terrestrial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Aleutian Tern,Onychoprion aleuticus,Coastal,VU,0,NA,TRUE,TRUE,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,East Asia-Australasia Flyway,Decreasing,Laridae,Charadriiformes,AVIBASE-BEE4F34A,NA,NA,NA,NA,NA,NA,5,2,3,0,4,37.3,23.2,4.1,6.5,17.3,262.2,185,82,69.3,152.4,120,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Sooty Tern,Onychoprion fuscatus,Coastal,LC,0,NA,TRUE,TRUE,2,1,1,1,1,1,1,1,2,2,0,0,1,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway,East Indian Ocean Flyway,North Indian Ocean Flyway,Western Pacific Flyway",Unknown,Laridae,Charadriiformes,AVIBASE-3E7F825D,NA,NA,NA,NA,NA,NA,9,4,5,0,8,47.9,29.3,5.4,8.1,21,280.7,189.1,91.1,67.5,152.1,185.7,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Bridled Tern,Onychoprion anaethetus,Coastal,LC,0,NA,TRUE,TRUE,2,0,0,2,2,2,2,2,2,2,2,2,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-E6518B9D,NA,NA,NA,NA,NA,NA,6,3,3,0,4,45.5,28.4,5.4,7.9,20.6,273.6,182,89,67.2,182.8,119.4,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Grey-backed Tern,Onychoprion lunatus,Coastal,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Laridae,Charadriiformes,AVIBASE-1A965D60,NA,NA,NA,NA,NA,NA,5,2,3,0,4,45.3,28.2,5.2,7.6,18.9,261.2,178,81.2,68.6,157.6,120,Updated_literature,BoW,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Little Tern,Sternula albifrons,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,"African_Eurasian Flyway,East Asia-Australasia Flyway",Decreasing,Laridae,Charadriiformes,AVIBASE-17310BF0,NA,NA,NA,NA,NA,NA,5,3,2,0,4,33.5,22.9,3.2,5.8,15.4,169.6,117,50.5,69.8,80,57,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Saunders's Tern,Sternula saundersi,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,"African_Eurasian Flyway,Central Asia Flyway",Decreasing,Laridae,Charadriiformes,AVIBASE-4B21F4D8,NA,NA,NA,NA,NA,NA,5,2,3,0,4,31.1,20.3,3.1,5.5,15.3,168,119.8,47.2,71.7,68.2,42.5,Updated_literature,BoW,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Least Tern,Sternula antillarum,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,Americas Flyway,Decreasing,Laridae,Charadriiformes,AVIBASE-BE78E765,NA,NA,NA,NA,NA,NA,8,4,4,0,8,29.5,19.8,3.1,5.6,14.6,165.1,114.2,51,69.1,77.8,45.9,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Yellow-billed Tern,Sternula superciliaris,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-8B4BBC2A,NA,NA,NA,NA,NA,NA,5,3,2,0,4,38,22.9,4.3,6.6,16,169,109.2,59.8,64.7,61.7,46.4,Dunning,NA,NO,NA,NA,Riverine,3,1,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Peruvian Tern,Sternula lorata,Coastal,EN,0,NA,TRUE,TRUE,1,2,2,2,2,0,2,2,2,2,1,1,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-F9A32D38,NA,NA,NA,NA,NA,NA,4,2,2,0,4,34.7,22.3,2.9,5.1,13.7,173.5,118.6,54.9,68.4,73.8,53.8,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Fairy Tern,Sternula nereis,Coastal,VU,0,NA,TRUE,TRUE,2,0,0,0,0,2,2,2,1,1,2,2,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-67D8B0BA,NA,NA,NA,NA,NA,NA,5,3,1,1,4,35.3,23.5,3.5,6.5,15.1,178.2,126,54,70,80.6,72.3,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Damara Tern,Sternula balaenarum,Coastal,LC,0,NA,TRUE,TRUE,2,0,0,0,0,2,2,2,1,1,2,2,0,0,0,African_Eurasian Flyway,Decreasing,Laridae,Charadriiformes,AVIBASE-9F9A13D8,NA,NA,NA,NA,NA,NA,5,2,3,0,4,32.7,22.1,3.1,5.5,13.7,169.4,117.5,51.2,69.6,67,60,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Large-billed Tern,Phaetusa simplex,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,2,2,0,2,2,2,2,2,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-C3C30D03,-35.49,12.63,-10.67,-57.29426137,13310337.49,Extant,5,1,1,3,4,72.1,44.8,8.7,14.5,24.6,291.6,163.8,125.7,56.6,106.6,235,Dunning,NA,NO,NA,NA,Riverine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Common Gull-billed Tern,Gelochelidon nilotica,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,1,2,0,0,2,1,1,1,0,0,"African_Eurasian Flyway,Americas Flyway,Central Asia Flyway,East Asia-Australasia Flyway",Decreasing,Laridae,Charadriiformes,AVIBASE-441918B5,NA,NA,NA,NA,NA,NA,18,7,6,5,11,43.9,27.2,6.2,11.2,31.9,307.7,207.5,107.7,65.8,121.5,218.3,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Omnivore,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Australian Gull-billed Tern,Gelochelidon macrotarsa,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,1,2,0,0,0,2,1,1,1,0,0,0,"African_Eurasian Flyway,East Asia-Australasia Flyway",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Caspian Tern,Hydroprogne caspia,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,1,1,1,1,1,1,2,1,1,0,"African_Eurasian Flyway,Americas Flyway,Central Asia Flyway,East Asia-Australasia Flyway",Increasing,Laridae,Charadriiformes,AVIBASE-BC06BC0D,NA,NA,NA,NA,NA,NA,10,5,5,0,4,78.7,49.1,10.4,19.2,42.6,410.7,268.2,143.1,65.1,148.7,655,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Inca Tern,Larosterna inca,Coastal,NT,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,2,1,2,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-FF6C3B9C,-35.04,-5.94,-19.15,-74.68691691,476735.99,Extant,5,2,3,0,4,48.8,25.5,4.8,10.1,23.4,277.2,163.5,112.2,59.3,132.8,219,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Sterninae,NA,Roseate Tern,Sterna dougallii,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,1,1,2,0,0,1,1,0,"African_Eurasian Flyway,Americas Flyway,Central Asia Flyway,East Asia-Australasia Flyway",Unknown,Laridae,Charadriiformes,AVIBASE-74236837,-34.84,56.65,4.43,57.8165715,7673719.22,Extant,5,2,3,0,4,45.3,28.9,3.6,7,19.7,223.8,156,69.8,69.1,165.8,112,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial
